Numero AMM;Nom du produit;Biocontrole;Culture;CatÈgorie IFT;CatÈgorie de produit;Dose;Unite;Annee;Fich_initial;Date_Retrait
2020413;ALTREL;0;Sorgho;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020413;ALTREL;0;MaÔs;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020413;ALTREL;0;Orge;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020417;CAMBATEC;0;Lupin;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2020419;MANCOTEC;0;Triticale;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
2020422;ZIDAN;0;Vesce;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2020422;ZIDAN;0;Moha;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2020429;IBEX;0;Epeautre;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2020431;BAUXIT;0;TrÍfle;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020431;BAUXIT;0;Triticale;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;Pois protÈagineux;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;Epeautre;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;Lupin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2020448;ROUNDUP GT PLUS;0;Triticale;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2020448;ROUNDUP GT PLUS;0;Lupin;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2020448;ROUNDUP GT PLUS;0;Colza;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2020448;ROUNDUP GT PLUS;0;Lin;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2020448;ROUNDUP GT PLUS;0;BlÈ;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2020450;ALMA JARDIN;0;Pois protÈagineux;HERBICIDE;HERBICIDE;3;L/HL;2015;oui;NA
2020450;ALMA JARDIN;0;Seigle;HERBICIDE;HERBICIDE;3;L/HL;2015;oui;NA
2020450;ALMA JARDIN;0;Prairies;HERBICIDE;HERBICIDE;3;L/HL;2015;oui;NA
2020450;ALMA JARDIN;0;BlÈ;HERBICIDE;HERBICIDE;3;L/HL;2015;oui;NA
2020497;CLOP 100;0;Luzerne;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020497;CLOP 100;0;Colza;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020501;HALLMARK AVEC ZEON;0;Lin;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2020501;HALLMARK AVEC ZEON;0;Tournesol;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2020501;HALLMARK AVEC ZEON;0;BlÈ;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2020501;HALLMARK AVEC ZEON;0;Sorgho;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2020501;HALLMARK AVEC ZEON;0;TrÍfle;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.075;L/HA;2015;oui;NA
2020508;AFFUT RB;0;Soja;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2020508;AFFUT RB;0;Seigle;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2020508;AFFUT RB;0;Sorgho;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2020508;AFFUT RB;0;Pois protÈagineux;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2030010;GAMIT 36 CS;0;Feverole;HERBICIDE;HERBICIDE;0.25;L/HA;2015;oui;NA
2030050;PROPSOL ULTRA;0;Triticale;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;PROPSOL ULTRA;0;Lin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;PROPSOL ULTRA;0;Prairies;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;RESOLVA ULTRA;0;Feverole;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;RESOLVA ULTRA;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;RESOLVA ULTRA;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;RESOLVA ULTRA;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;RESOLVA ULTRA;0;Soja;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030050;PROPSOL EXPRESS;0;Feverole;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2030460;CEKUMETA 5;0;Tournesol;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2040003;BOUNTY;0;Orge;HORS HERBICIDE;FONGICIDE;2;L/HA;2015;oui;NA
2040039;UTOLE;0;MaÔs;HERBICIDE;HERBICIDE;0.133;KG/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Pois fourrager;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Soja;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Pois protÈagineux;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Seigle;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Moha;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;MaÔs;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Triticale;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Prairies;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040047;GLYFO SPOT+;0;Tournesol;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2040048;UNISPEED+;0;Orge;HERBICIDE;HERBICIDE;0.05;KG/HA;2015;oui;NA
2040049;REGULAR+;0;MaÔs;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2040049;REGULAR+;0;Vesce;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2040049;REGULAR+;0;Moha;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2040049;REGULAR+;0;Pois fourrager;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2040057;IDEM+;0;BlÈ;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
2040057;IDEM+;0;Orge;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
2040063;TDS PREMIUM;0;Tournesol;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2040063;TDS PREMIUM;0;Sorgho;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2040063;TDS PREMIUM;0;Soja;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2040063;TDS PREMIUM;0;Lin;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2040067;GLOPYRALID 100 SL;0;Colza;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2040068;VELBAN;0;BlÈ;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2040068;VELBAN;0;Feverole;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2040068;VELBAN;0;Triticale;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2040068;VELBAN;0;Sorgho;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2040068;VELBAN;0;Orge;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2040069;METEO+;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;4;L/HA;2015;oui;NA
2040069;METEO+;0;Seigle;HERBICIDE;HERBICIDE;4;L/HA;2015;oui;NA
2040071;PROPHASE+;0;Epeautre;HERBICIDE;HERBICIDE;0.06;KG/HA;2015;oui;NA
2040071;PROPHASE+;0;Triticale;HERBICIDE;HERBICIDE;0.06;KG/HA;2015;oui;NA
2040073;PEPITO;0;Orge;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2040073;PEPITO;0;Epeautre;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2040073;PEPITO;0;Vesce;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2040073;PEPITO;0;Moha;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2040073;PEPITO;0;Triticale;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2040073;PEPITO;0;Colza;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2040074;TRESOR;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2040074;TRESOR;0;Tournesol;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2040074;TRESOR;0;Seigle;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2040075;CLIOTEC;0;Orge;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2040075;CLIOTEC;0;Vesce;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2040075;CLIOTEC;0;Epeautre;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2040075;CLIOTEC;0;Colza;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2040075;CLIOTEC;0;Sorgho;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2040085;CORTES SP PAE;0;Feverole;HERBICIDE;HERBICIDE;350;L/HA;2015;oui;NA
2040085;CORTES SP PAE;0;Lupin;HERBICIDE;HERBICIDE;350;L/HA;2015;oui;NA
2040085;CORTES SP PAE;0;Moha;HERBICIDE;HERBICIDE;350;L/HA;2015;oui;NA
2040085;CORTES SP PAE;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;350;L/HA;2015;oui;NA
2040086;CORTES SP;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2040086;CORTES SP;0;Lupin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2040086;CORTES SP;0;MaÔs;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2040086;CORTES SP;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2040100;TRIBUN GOLD;0;JachÍres et cultures intermÈdiaires;HORS HERBICIDE;AUTRE;0.02;KG/HA;2015;oui;NA
2110063;RUBY;0;MaÔs;HERBICIDE;HERBICIDE;0.174;KG/HA;2015;oui;NA
2110063;RUBY;0;Moha;HERBICIDE;HERBICIDE;0.174;KG/HA;2015;oui;NA
2110063;LONTREL SG;0;Sorgho;HERBICIDE;HERBICIDE;0.174;KG/HA;2015;oui;NA
2110063;LONTREL SG;0;MaÔs;HERBICIDE;HERBICIDE;0.174;KG/HA;2015;oui;NA
2110063;LONTREL SG;0;Moha;HERBICIDE;HERBICIDE;0.174;KG/HA;2015;oui;NA
2110063;LONTREL SG;0;Lin;HERBICIDE;HERBICIDE;0.174;KG/HA;2015;oui;NA
2110065;AMOK G;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110065;AMOK G;0;Pois protÈagineux;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110065;AMOK G;0;BlÈ;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110065;AMOK G;0;Epeautre;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110065;AMOK G;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110067;AAT GLY360;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110067;AAT GLY360;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110067;AAT GLY360;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;BCP GLYPHO 360;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;BCP GLYPHO 360;0;Colza;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;BCP GLYPHO 360;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;VIVAL 360;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;VIVAL 360;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;VIVAL 360;0;BlÈ;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;VIVAL 360;0;Pois protÈagineux;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;CATAMARAN BCP 360;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;CATAMARAN BCP 360;0;Triticale;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;CATAMARAN BCP 360;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;CATAMARAN BCP 360;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;CATAMARAN BCP 360;0;Lin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;CATAMARAN BCP 360;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;FIGARO 360;0;Colza;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;MADRIGAL 360;0;Colza;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;MADRIGAL 360;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110068;MADRIGAL 360;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110069;ETNA SUPER;0;MaÔs;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110069;ETNA SUPER;0;Lupin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110069;ETNA SUPER;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110069;ETNA SUPER;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110070;GLYFO TDI;0;Lupin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110070;GLYFO TDI;0;Lin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110070;GLYFO TDI;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110070;GLYFO TDI;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110071;GLYPHOFIT 36 SL;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110071;GLYPHOFIT 36 SL;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110071;GLYPHOFIT 36 SL;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110071;GLYPHOFIT 36 SL;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110071;GLYPHOFIT 36 SL;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2110072;NIMBLE;0;Triticale;HERBICIDE;HERBICIDE;0.05;KG/HA;2015;oui;NA
2110073;EXPLICIT EC;0;Colza;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.17;L/HA;2015;oui;NA
2110077;FENOVA SUPER;0;Orge;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
2110078;ROKSA 440 EC;0;Lin;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.625;L/HA;2015;oui;NA
2090044;OURAGAN PJT;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;OURAGAN PJT;0;Pois protÈagineux;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;OURAGAN PJT;0;TrÍfle;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;OURAGAN PJT;0;Lin;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Pois protÈagineux;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Triticale;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Pois fourrager;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Luzerne;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Lin;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Seigle;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RADICAL TECH +;0;Lupin;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA AT;0;Pois fourrager;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA AT;0;Vesce;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA AT;0;MaÔs;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA AT;0;Soja;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA;0;Pois protÈagineux;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA;0;Tournesol;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;RESOLVA;0;Lin;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;PROPSOL;0;Epeautre;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;PROPSOL;0;Seigle;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;PROPSOL;0;MaÔs;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090044;PROPSOL AT;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;15;L/HA;2015;oui;NA
2090050;DAXOL;0;Moha;HORS HERBICIDE;INSECTICIDE / ACARICIDE;12;KG/HA;2015;oui;NA
2090050;MALIS;0;MaÔs;HORS HERBICIDE;INSECTICIDE / ACARICIDE;12;KG/HA;2015;oui;NA
2090050;BELEM 0,8 MG;0;Moha;HORS HERBICIDE;INSECTICIDE / ACARICIDE;12;KG/HA;2015;oui;NA
2090052;EXPRESS SX;0;JachÍres et cultures intermÈdiaires;HORS HERBICIDE;AUTRE;0.03;KG/HA;2015;oui;NA
2090052;QUANTUM SX;0;Tournesol;HERBICIDE;HERBICIDE;0.06;KG/HA;2015;oui;NA
2090052;QUANTUM SX;0;Seigle;HERBICIDE;HERBICIDE;0.045;KG/HA;2015;oui;NA
2090054;ALLIE MAX SX;0;Seigle;HERBICIDE;HERBICIDE;0.035;KG/HA;2015;oui;NA
2090054;POINTER ULTRA SX;0;BlÈ;HERBICIDE;HERBICIDE;0.035;KG/HA;2015;oui;NA
2090054;POINTER ULTRA SX;0;Epeautre;HERBICIDE;HERBICIDE;0.035;KG/HA;2015;oui;NA
2090056;LAUDIS;0;Moha;HERBICIDE;HERBICIDE;2.25;L/HA;2015;oui;NA
2090056;LAUDIS;0;MaÔs;HERBICIDE;HERBICIDE;2.25;L/HA;2015;oui;NA
2090057;BIPLAY SX;0;Orge;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090059;PENTIUM WG;0;Triticale;HERBICIDE;HERBICIDE;2.5;L/HA;2015;oui;NA
2090059;PENTIUM WG;0;Feverole;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2090059;PENTIUM WG;0;Tournesol;HERBICIDE;HERBICIDE;3.3;L/HA;2015;oui;NA
2090059;PENTIUM WG;0;BlÈ;HERBICIDE;HERBICIDE;2.5;L/HA;2015;oui;NA
2090059;PENTIUM WG;0;Moha;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2090059;PENTIUM WG;0;MaÔs;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2090060;BARACA;0;BlÈ;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.5;L/HA;2015;oui;NA
2090064;PULSAR 40;0;Soja;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2090066;MAISGRO;0;MaÔs;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2090069;BROMOLIA;0;Moha;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2090069;BROMOLIA;0;Sorgho;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2090072;PRIMUS WG;0;Seigle;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;PRIMUS WG;0;Orge;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;PRIMUS WG;0;Epeautre;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;NIKOS WG;0;Seigle;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;NIKOS WG;0;Orge;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;NIKOS WG;0;Triticale;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;STARTER WG;0;Seigle;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;STERCO;0;Seigle;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090072;STERCO;0;Orge;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2090074;ROADSTER;0;Sorgho;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.2;L/HA;2015;oui;NA
2090076;TOPCONAZOLE;0;TrÍfle;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2090076;TOPCONAZOLE;0;Lupin;HORS HERBICIDE;FONGICIDE;0.8;L/HA;2015;oui;NA
2090076;TOPCONAZOLE;0;Feverole;HORS HERBICIDE;FONGICIDE;0.8;L/HA;2015;oui;NA
2090076;TOPCONAZOLE;0;GraminÈes fourragËres;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2090077;ROXY;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2090079;CARRE VERT DESHERBANT JARDIN;0;Sorgho;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2020354;INSECTICIDE ALPHA CHJ;0;Soja;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.07;KG/HA;2015;oui;NA
2020354;INSECTICIDE ALPHA CHJ;0;Tournesol;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.07;KG/HA;2015;oui;NA
2020354;INSECTICIDE ALPHA CHJ;0;Feverole;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.07;KG/HA;2015;oui;NA
2020354;INSECTICIDE ALPHA CHJ;0;Prairies;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.07;KG/HA;2015;oui;NA
2020354;INSECTICIDE ALPHA CHJ;0;Pois fourrager;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.07;KG/HA;2015;oui;NA
2020356;MANZOCURE SP;0;Epeautre;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
2020370;GLUFO +;0;Epeautre;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2020370;GLUFO +;0;Triticale;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2020370;GLUFO +;0;Moha;HERBICIDE;HERBICIDE;5;L/HA;2015;oui;NA
2020377;SLUG-OFF;0;BlÈ;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2020377;SLUG-OFF;0;Sorgho;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2020390;GUARACHA;0;Triticale;HORS HERBICIDE;FONGICIDE;2;L/HA;2015;oui;NA
2020390;GUARACHA;0;Seigle;HORS HERBICIDE;FONGICIDE;2;L/HA;2015;oui;NA
2020410;ZERAMO;0;BlÈ;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2020410;ZERAMO;0;Seigle;HERBICIDE;HERBICIDE;0.03;KG/HA;2015;oui;NA
2020413;ALTREL;0;Lin;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020413;ALTREL;0;Seigle;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020413;ALTREL;0;Epeautre;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
2020417;CAMBATEC;0;Triticale;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2020419;MANCOTEC;0;Epeautre;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
2020422;ZIDAN;0;BlÈ;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2020422;ZIDAN;0;TrÍfle;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2020422;ZIDAN;0;Epeautre;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2020429;IBEX;0;Feverole;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;Pois protÈagineux;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;Vesce;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;TrÍfle;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;Luzerne;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;Pois fourrager;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;Lupin;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020429;IBEX;0;Triticale;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2020431;BAUXIT;0;Pois fourrager;HORS HERBICIDE;FONGICIDE;0.75;L/HA;2015;oui;NA
2020431;BAUXIT;0;Orge;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2020431;BAUXIT;0;Epeautre;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2020437;ENVIRONET EV;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
